message_id,from_id,message,date
8960,PeerUser(user_id=6298673542),😎,2024-05-26 15:54:41+00:00
8956,PeerUser(user_id=5431842696),"Does this coin, Brett, have a price and liquidity pool?",2024-05-26 15:50:01+00:00
8953,,Min Withdraw 10000 $brett,2024-05-26 15:48:25+00:00
8951,PeerUser(user_id=7030110113),How many referral to do withdraw?,2024-05-26 15:47:09+00:00
8945,,"1. How to withdraw brett?
https://telegra.ph/How-to-withdraw-BRETT-05-25",2024-05-26 15:46:01+00:00
8943,,"The coin does not have a listing yet!

 But you can look at the current brett holders


 https://tonviewer.com/EQCpdcsRZa0vHPy5sld-Wmemx4E_5wson49ZT2jqOlyMVVAy?section=holders",2024-05-26 15:45:39+00:00
8931,PeerUser(user_id=5318155307),Hello,2024-05-26 15:36:09+00:00
8930,PeerUser(user_id=1082072296),"I want to withdraw from a bot, which exchange is better?",2024-05-26 15:35:49+00:00
8922,,Hello 👋,2024-05-26 15:29:15+00:00
8921,,Здравствуйте 😌,2024-05-26 15:29:04+00:00
8905,PeerUser(user_id=969886058),"Аа, понял",2024-05-26 15:16:05+00:00
8901,PeerUser(user_id=6331262640),Hi,2024-05-26 15:14:38+00:00
8841,,300 BRETT (0.06 TON) и рейтинг рефералов на 100000$,2024-05-26 14:46:29+00:00
8838,PeerUser(user_id=6482406451),"Добрый день! Подскажите, за реферала только 300 начисляется за приглашение или есть какой-то % дохода от дохода рефералов?",2024-05-26 14:42:33+00:00
8827,,Если у вас стоит не ton адрес то ваш вывод будет отклонен с возвратом баланса,2024-05-26 14:34:26+00:00
8826,,Можно но если вы поставили на вывод он будет со старым адресом,2024-05-26 14:34:04+00:00
8825,PeerUser(user_id=969886058),"Поменят кошелек можно, когда уже запросил вывод?",2024-05-26 14:33:06+00:00
8823,,"Так же у нас нет и не будет предпродаж, лаунчпадов пожалуйста не попадайтесь на мошенников.",2024-05-26 14:32:48+00:00
8822,,У нас ещё нету листинга он будет после первой фазы майнинга,2024-05-26 14:32:09+00:00
8821,,The Open Network (TON),2024-05-26 14:31:49+00:00
8820,PeerUser(user_id=969886058),Дак в тоне или в бэсе токен?,2024-05-26 14:31:30+00:00
8819,,😌,2024-05-26 14:31:00+00:00
8817,PeerUser(user_id=430145941),Спасибо)))),2024-05-26 14:30:23+00:00
8816,,Рейтинг до 20.06...,2024-05-26 14:29:41+00:00
8815,PeerUser(user_id=430145941),Конец 28?),2024-05-26 14:29:29+00:00
8814,,Ton Space,2024-05-26 14:29:23+00:00
8813,,До конца airdrop,2024-05-26 14:29:09+00:00
8811,PeerUser(user_id=896855850),Can I use a telegram wallet? My asset is saved here,2024-05-26 14:29:05+00:00
8808,PeerUser(user_id=430145941),А до какого числа можно оформить фаст вывод,2024-05-26 14:28:53+00:00
8807,PeerUser(user_id=345356641),"супер, спаисбо)",2024-05-26 14:28:51+00:00
8806,,Сумму будем возвращать вручную немного позже),2024-05-26 14:28:31+00:00
8805,PeerUser(user_id=345356641),"Баг исправили, но сумма вся не вернулась)",2024-05-26 14:28:10+00:00
8800,,tonviewer.com/,2024-05-26 14:27:32+00:00
8799,PeerUser(user_id=896855850),Is there any link to guide this?,2024-05-26 14:26:57+00:00
8798,,Post a link to your transaction,2024-05-26 14:26:22+00:00
8796,PeerUser(user_id=896855850),"I wanna withdraw mine with fast withdraw, when i click on deposit menu is says your pay not found. So, I click again on deposit menu yet nothing happens",2024-05-26 14:25:26+00:00
8794,,Describe your problem.  (You need to make a deposit in TON with a comment),2024-05-26 14:23:48+00:00
8791,,"The coin does not have a listing yet!

 But you can look at the current brett holders


 https://tonviewer.com/EQCpdcsRZa0vHPy5sld-Wmemx4E_5wson49ZT2jqOlyMVVAy?section=holders",2024-05-26 14:23:04+00:00
8783,PeerUser(user_id=896855850),cant deposit TON,2024-05-26 14:16:34+00:00
8782,PeerUser(user_id=6855874144),Smart contrak bret,2024-05-26 14:15:05+00:00
8757,,Фикс сделаем уже завтра.,2024-05-26 13:53:23+00:00
8756,,Вижу что у быстрого тоже от 10000,2024-05-26 13:53:14+00:00
8755,,"Медленным от 10000
Быстрым от 1",2024-05-26 13:51:48+00:00
8753,,It hasn't started yet.,2024-05-26 13:51:28+00:00
8750,,"Был баг мы исправили!
 https://t.me/brettcoin_chat/8735",2024-05-26 13:50:46+00:00
8747,PeerUser(user_id=5640028361),When does mining end?,2024-05-26 13:46:54+00:00
8746,PeerUser(user_id=345356641),Почему бот вернул меньше чем я от правил на вывод?),2024-05-26 13:46:45+00:00
8744,,"Our token will have a listing in the TON network only after the first mining phase.

ENG CHAT: @brettcoinen_chat",2024-05-26 13:44:24+00:00
8738,PeerUser(user_id=6805006045),In coinmarket bro,2024-05-26 13:40:28+00:00
8736,PeerUser(user_id=6097092263),Sc,2024-05-26 13:32:56+00:00
8735,,"Бот был обновлен!

- Исправлены маленькие ошибки.
- Улучшена функциональность.
- Исправлены баги.",2024-05-26 13:31:31+00:00
8722,,Читайте пост в телеграм канале или закреплённое сообщение! Slow вывод будет обработан после листинга. Fast вывод обрабатывается в течении дня (обычно часа),2024-05-26 13:17:13+00:00
8721,PeerUser(user_id=980546577),SC Token Brett  Send me,2024-05-26 13:16:04+00:00
8720,PeerUser(user_id=7089798234),А когда новые выводы обработают?,2024-05-26 13:15:35+00:00
8717,PeerUser(user_id=393178474),"О, пасибо",2024-05-26 13:15:28+00:00
8715,,Вам вывод был возвращен проверьте баланс в боте.,2024-05-26 13:14:29+00:00
8710,PeerUser(user_id=393178474),Мне не вернули ещё,2024-05-26 13:09:32+00:00
8705,,Уже 95% выводов вернули.,2024-05-26 13:07:00+00:00
8704,PeerUser(user_id=430145941),"извините, а бот уже возвращает баланс?",2024-05-26 13:06:14+00:00
8703,PeerUser(user_id=1634620488),Спасибо 🥵,2024-05-26 13:05:37+00:00
8702,PeerUser(user_id=5082882946),Благодарю,2024-05-26 13:05:22+00:00
8701,PeerUser(user_id=620065230),спасибо 💋,2024-05-26 13:05:12+00:00
8700,PeerUser(user_id=5355092250),"огонь, спасибо",2024-05-26 13:05:07+00:00
8699,PeerUser(user_id=1247869930),Спасибо,2024-05-26 13:05:02+00:00
8696,,"🚀 Airdrop cheque for 10000 $BRETT


Inside cheque: 20 activation(s) for 500 $BRETT",2024-05-26 13:04:29+00:00
8695,,Чат открыт.,2024-05-26 13:04:09+00:00
8544,PeerUser(user_id=1975234359),,2024-05-26 09:51:34+00:00
8508,,"😌New withdraw @BrettAirdrop_bot 

🧑‍🚀User: Keukeuh666
🔵Amount: 27000 $BRETT
☯️Fee: 0.08 TON
💎Network: TON
✔️Status: ⏺
❌Transaction: https://tonviewer.com/transaction/00d9d58f8c1c91a166e3d3c22623471b21140dcf25ed5c8c12aee853a5e113b5",2024-05-26 08:52:11+00:00
8465,,"😌New withdraw @BrettAirdrop_bot 

🧑‍🚀User: Attackkillercyber
🔵Amount: 10100 $BRETT
☯️Fee: 0.08 TON
💎Network: TON
✔️Status: ⏺
❌Transaction: https://tonviewer.com/transaction/b1ea46ef3d80291d4b18dc72468074e2f5e24f2f2bff972a9289c9a40f62cec5",2024-05-26 08:05:04+00:00
8448,,Таких постов от нас много. Как мы и говорили после первой фазы майнинга будет листинг,2024-05-26 07:56:59+00:00
8445,,.,2024-05-26 07:56:06+00:00
8443,,.,2024-05-26 07:55:47+00:00
8441,PeerUser(user_id=5434658337),,2024-05-26 07:54:30+00:00
8440,PeerUser(user_id=5434658337),первые 4 слова не читаете?,2024-05-26 07:54:17+00:00
8439,,После майнинга,2024-05-26 07:53:55+00:00
8438,,Мы говорили что майнинг будет ближе к началу месяца,2024-05-26 07:53:35+00:00
8437,PeerUser(user_id=5434658337),"0

Листинг будет 18-28 числа (после первой фазы майнинга)",2024-05-26 07:53:34+00:00
8436,,Никто не говорил,2024-05-26 07:53:18+00:00
8435,,Читайте посты в канале,2024-05-26 07:53:12+00:00
8434,PeerUser(user_id=5434658337),до 28 говорили,2024-05-26 07:53:09+00:00
8433,,"F.A.Q 

1. Как вывести brett с Airdrop
 - https://telegra.ph/Kak-vyvesti-BRETT-05-25

1. How to withdraw brett?
https://telegra.ph/How-to-withdraw-BRETT-05-25",2024-05-26 07:53:04+00:00
8432,PeerUser(user_id=5434658337),когда листинг?,2024-05-26 07:53:02+00:00
8431,,Вы за обновлениями следите?,2024-05-26 07:52:58+00:00
8430,PeerUser(user_id=5434658337),"2 недели ждал, в итоге отменили почему то",2024-05-26 07:52:40+00:00
8429,,Если у вас fast вывод то вам его одобрят в течении часа,2024-05-26 07:52:24+00:00
8427,PeerUser(user_id=5434658337),,2024-05-26 07:51:02+00:00
8426,PeerUser(user_id=5434658337),а мне так и не вывели ахахахах,2024-05-26 07:50:52+00:00
8253,,"😌New withdraw @BrettAirdrop_bot 

🧑‍🚀User: bangazzah17
🔵Amount: 24000 $BRETT
☯️Fee: 0.08 TON
💎Network: TON
✔️Status: ⏺
❌Transaction: https://tonviewer.com/transaction/0bc09060d4f8fff1195b76af4311741cf4a9978ca76dc38c041fc3b9b8aa34d1",2024-05-26 06:15:24+00:00
8194,,"😌New withdraw @BrettAirdrop_bot 

🧑‍🚀User: HEKPY3
🔵Amount: 50000 $BRETT
☯️Fee: 0.08 TON
💎Network: TON
✔️Status: ⏺
❌Transaction: https://tonviewer.com/transaction/a275c6f21f7618f32c5c859c3c64d044152a4f993d93a25ffa1abd2c16ea580d",2024-05-26 05:48:19+00:00
8163,,"😌New withdraw @BrettAirdrop_bot 

🧑‍🚀User: hujanteles
🔵Amount: 10000 $BRETT
☯️Fee: 0.08 TON
💎Network: TON
✔️Status: ⏺
❌Transaction: https://tonviewer.com/transaction/2798db61e358fc898a5e87aeb2011a2317a6bcc6308ad566e05bc369a1ff9a5f",2024-05-26 05:26:36+00:00
8103,,"😌New withdraw @BrettAirdrop_bot 

🧑‍🚀User: wioowiky
🔵Amount: 10000 $BRETT
☯️Fee: 0.08 TON
💎Network: TON
✔️Status: ⏺
❌Transaction: https://tonviewer.com/transaction/84129e888b88adc3d88ddd0ffaf1f392d239e1e5dbf576664d5e0f064eb31f42",2024-05-26 04:39:39+00:00
8095,,"😌New withdraw @BrettAirdrop_bot 

🧑‍🚀User: pyschone
🔵Amount: 11000 $BRETT
☯️Fee: 0.08 TON
💎Network: TON
✔️Status: ⏺
❌Transaction: https://tonviewer.com/transaction/8c1adcf850f6fc4be7f88ab8261f6284319bc2b9f1c642d3d9d48e843783bd2c",2024-05-26 04:36:42+00:00
8081,,Hello,2024-05-26 04:28:10+00:00
8073,PeerUser(user_id=1329023467),,2024-05-26 04:25:18+00:00
8072,PeerUser(user_id=1329023467),hi,2024-05-26 04:25:05+00:00
7228,PeerUser(user_id=1744671570),,2024-05-25 21:33:55+00:00
7063,PeerUser(user_id=6168114570),,2024-05-25 19:41:59+00:00
7051,PeerUser(user_id=1889834626),,2024-05-25 19:36:02+00:00
7042,PeerUser(user_id=5780211756),,2024-05-25 19:31:08+00:00
7011,PeerUser(user_id=1927054190),,2024-05-25 19:11:30+00:00
6906,PeerUser(user_id=7174159091),,2024-05-25 17:56:52+00:00
6816,PeerUser(user_id=1413452867),,2024-05-25 17:20:13+00:00
6663,,"У монеты ещё нет листинга!

Но вы можете посмотреть текущих холдеров brett


https://tonviewer.com/EQCpdcsRZa0vHPy5sld-Wmemx4E_5wson49ZT2jqOlyMVVAy?section=holders",2024-05-25 16:15:43+00:00
6650,PeerUser(user_id=620065230),Адрес монеты можно?,2024-05-25 16:08:57+00:00
6649,PeerUser(user_id=620065230),,2024-05-25 16:08:34+00:00
6635,,Так что ожидай,2024-05-25 16:02:51+00:00
6634,,Сегодня Всем возвращают на баланс,2024-05-25 16:02:36+00:00
6624,PeerUser(user_id=1625716699),"Хм, вывод это здорово, но мне так и не вернули монеты, что две недели назад я на вывод посылал. К кому обратиться?",2024-05-25 15:57:30+00:00
6620,PeerUser(user_id=1625716699),,2024-05-25 15:56:53+00:00
6507,PeerUser(user_id=5649214647),Get back to en chat again! Answer my question,2024-05-25 15:09:01+00:00
6405,,Приглашайте рефералов входите в топ 20 и получайте приз из пула 70000$,2024-05-25 14:24:53+00:00
6402,,"🏆Prizes:
1.         20.000.000 $BRETT (4000 TON)
2-3.      7.000.000 $BRETT (1400 TON)
4-9.      2.000.000 $BRETT (500 TON)
10-13.  500.000 $BRETT (100 TON)
14-17.  175.000 $BRETT (35 TON)
18-20.  50.000 $BRETT (10 TON)",2024-05-25 14:24:18+00:00
6400,,"🏆 Rating referals with prize pool 50.000.000 $BRETT
(70.000$)

1. @None • 565 refferals 
2. @HEKPY3 • 459 refferals 
3. @None • 334 refferals 
4. @imamirravani • 327 refferals 
5. @ndieaditya14 • 181 refferals 
6. @ntruv • 117 refferals 
7. @robbymulya78 • 114 refferals 
8. @Achaemenid_369 • 101 refferals 
9. @Glitched_404 • 100 refferals 
10. @None • 100 refferals 
11. @Dickhead2012 • 88 refferals 
12. @babby_fury • 64 refferals 
13. @Casskuy • 63 refferals 
14. @Faary7 • 62 refferals 
15. @Waariyoo • 61 refferals 
16. @syarahmey • 59 refferals 
17. @wioowiky • 57 refferals 
18. @buildfame • 55 refferals 
19. @hanzcht • 48 refferals 
20. @Sikamandanu • 46 refferals 

🎉 The results of the referral rating with an award of 50.000.000 $BRETT (70.000$) - 20.06.2024 at 18:00 pm",2024-05-25 14:23:43+00:00
6395,PeerUser(user_id=491574558),,2024-05-25 14:23:22+00:00
6384,,Eng chat: @brettcoinen_chat,2024-05-25 14:18:44+00:00
6379,,"🚀 Airdrop cheque for 60000 $BRETT


Inside cheque: 40 activation(s) for 1500 $BRETT",2024-05-25 14:17:51+00:00
6377,,Чат закрыт до утра / Chat closed until morning,2024-05-25 14:17:40+00:00
6372,,"F.A.Q 

1. Как вывести brett с Airdrop
 - https://telegra.ph/Kak-vyvesti-BRETT-05-25

1. How to withdraw brett?
https://telegra.ph/How-to-withdraw-BRETT-05-25",2024-05-25 14:16:27+00:00
6371,PeerUser(user_id=6150624527),di grup fb udah pada bisa di swap,2024-05-25 14:16:09+00:00
6363,,Eng translate,2024-05-25 14:14:18+00:00
6354,PeerUser(user_id=6298673542),Lah kok pakai base yg mana yg benar,2024-05-25 14:11:56+00:00
6332,PeerUser(user_id=6030509148),Hi,2024-05-25 14:08:18+00:00
6326,PeerUser(user_id=1634620488),Спасибо,2024-05-25 14:07:22+00:00
6318,,Читайте как вывести Brett,2024-05-25 14:05:59+00:00
6316,,https://telegra.ph/Kak-vyvesti-BRETT-05-25,2024-05-25 14:05:34+00:00
6315,PeerUser(user_id=1634620488),"Можешь показать как их на критокошелек перевести, я в тг привязал кошелёк метамаск, а дальше хз че делать, может и привязывать не надо было",2024-05-25 14:04:26+00:00
6293,,,2024-05-25 13:59:11+00:00
6292,,"F.A.Q 

1. Как вывести brett с Airdrop
 - https://telegra.ph/Kak-vyvesti-BRETT-05-25

1. How to withdraw brett?
https://telegra.ph/How-to-withdraw-BRETT-05-25",2024-05-25 13:59:07+00:00
6286,PeerUser(user_id=5082882946),Всем выводят все супер ❤️👍😌,2024-05-25 13:58:25+00:00
6283,PeerUser(user_id=1247869930),Да 40000,2024-05-25 13:58:06+00:00
6247,PeerUser(user_id=1634620488),"Ребят, Кто-то из русскоязычных уже вывел коины?",2024-05-25 13:52:31+00:00
6243,PeerUser(user_id=5377562274),tuh brett jaringn apa bg?,2024-05-25 13:52:11+00:00
6237,PeerUser(user_id=5377562274),uda ada yg berhasil wd blm?,2024-05-25 13:51:39+00:00
6235,PeerUser(user_id=5143934046),/start@null,2024-05-25 13:51:27+00:00
6233,PeerUser(user_id=1439843251),/wallet@null,2024-05-25 13:50:57+00:00
6232,PeerUser(user_id=6429293752),Apa ini,2024-05-25 13:50:35+00:00
6229,PeerUser(user_id=5143934046),/start@null,2024-05-25 13:50:23+00:00
6223,PeerUser(user_id=5143934046),/subscriptions@null,2024-05-25 13:49:51+00:00
6197,PeerUser(user_id=7073744235),"Nitip reff neo bank, go share, waho. Rate pm",2024-05-25 13:43:47+00:00
6195,PeerUser(user_id=1722742483),Hi,2024-05-25 13:43:25+00:00
6191,PeerUser(user_id=1810281711),/exchange@null,2024-05-25 13:43:05+00:00
6190,PeerUser(user_id=6105274947),Abu Jahal masih pengen garap kah?blok,2024-05-25 13:43:04+00:00
6187,PeerUser(user_id=1850098613),/wallet@null,2024-05-25 13:42:42+00:00
6184,PeerUser(user_id=7073744235),/wallet@null,2024-05-25 13:42:04+00:00
6182,PeerUser(user_id=7024819044),/wallet@null,2024-05-25 13:41:46+00:00
6180,PeerUser(user_id=1810281711),Mabok lempok dia mah,2024-05-25 13:41:21+00:00
6178,PeerUser(user_id=5640028361),Ss WD lu mana,2024-05-25 13:40:59+00:00
6176,PeerUser(user_id=1810281711),Kok ngatain gw,2024-05-25 13:40:51+00:00
6175,PeerUser(user_id=5079846180),Lu yg goblok pea di tanya ga nyambung kaya orang ngelem,2024-05-25 13:40:50+00:00
6174,PeerUser(user_id=6105274947),Dev goblok,2024-05-25 13:40:23+00:00
6170,PeerUser(user_id=1810281711),"Tonkeper,Tonhub itu kata adminnya",2024-05-25 13:40:03+00:00
6167,PeerUser(user_id=7073744235),Jdi gimna dong?,2024-05-25 13:39:57+00:00
6162,PeerUser(user_id=6105274947),Abu jahal fake price,2024-05-25 13:39:27+00:00
6161,PeerUser(user_id=1810281711),/wallet@null,2024-05-25 13:39:22+00:00
6160,PeerUser(user_id=7073744235),"Tutor wd dong bang, pemula😔",2024-05-25 13:39:07+00:00
6159,PeerUser(user_id=6780733287),/wallet@null,2024-05-25 13:39:07+00:00
6157,PeerUser(user_id=6446713566),/wallet@null,2024-05-25 13:38:53+00:00
6155,PeerUser(user_id=6916182275),/wallet@null,2024-05-25 13:38:46+00:00
6154,PeerUser(user_id=1810281711),Kalo di wd ke tonwallet jadinya koin TON dong bukan brett lagi?,2024-05-25 13:38:45+00:00
6150,PeerUser(user_id=5079846180),Gw ga nanya lu,2024-05-25 13:38:21+00:00
6149,PeerUser(user_id=6105274947),Wallet base tapi abu Jahal fake price,2024-05-25 13:38:14+00:00
6146,PeerUser(user_id=7073744235),Tutor WD,2024-05-25 13:37:51+00:00
6144,PeerUser(user_id=5905104456),CA,2024-05-25 13:37:50+00:00
6142,PeerUser(user_id=7094381375),Ton,2024-05-25 13:37:35+00:00
6140,PeerUser(user_id=5079846180),Wkwk,2024-05-25 13:37:34+00:00
6139,PeerUser(user_id=7183838368),Bagi ton bang,2024-05-25 13:37:31+00:00
6133,PeerUser(user_id=5905104456),bukan nya jaringan aslinya base?🤣,2024-05-25 13:37:08+00:00
6132,PeerUser(user_id=7073744235),Tutor guys,2024-05-25 13:36:45+00:00
6131,PeerUser(user_id=5079846180),WD pake wallet apa ?,2024-05-25 13:36:40+00:00
6124,PeerUser(user_id=6446713566),bagi ton dong,2024-05-25 13:36:16+00:00
6122,PeerUser(user_id=1810281711),"Iya aku 12450. Udah wd kemaren belum landing, ke tonkeeper",2024-05-25 13:36:03+00:00
6121,PeerUser(user_id=6073182506),Lend gak sih ada yang udh wd,2024-05-25 13:35:54+00:00
6119,PeerUser(user_id=5640028361),WD pake wallet apa,2024-05-25 13:35:44+00:00
6113,PeerUser(user_id=6837651949),/market@null,2024-05-25 13:35:10+00:00
6112,PeerUser(user_id=6105274947),Kalian udah dapat 12000 brett?,2024-05-25 13:35:08+00:00
6107,PeerUser(user_id=1810281711),Berapa lama baru landing? Pakai wallet apa?,2024-05-25 13:34:55+00:00
6103,PeerUser(user_id=6981886974),/wallet@null,2024-05-25 13:34:42+00:00
6100,PeerUser(user_id=6766885012),WD ke wallet apa bng,2024-05-25 13:34:05+00:00
6099,PeerUser(user_id=6105274947),Gratis,2024-05-25 13:33:41+00:00
6097,PeerUser(user_id=6766885012),WD ke wallet apa bng,2024-05-25 13:33:30+00:00
6096,PeerUser(user_id=1810281711),Tonkeeper,2024-05-25 13:33:25+00:00
6093,PeerUser(user_id=6446713566),per reff brpa,2024-05-25 13:33:13+00:00
6092,PeerUser(user_id=6837651949),WD ake address apa om??,2024-05-25 13:33:07+00:00
6089,PeerUser(user_id=5640028361),Minimum withdrawal?,2024-05-25 13:33:04+00:00
6085,PeerUser(user_id=5905104456),bayar gas or free bang,2024-05-25 13:32:20+00:00
6075,PeerUser(user_id=6837651949),Land kah ?,2024-05-25 13:31:47+00:00
6071,PeerUser(user_id=6766885012),Cara WD nya gimna bang,2024-05-25 13:31:41+00:00
6068,PeerUser(user_id=1810281711),Km bayar atau yg gratis?,2024-05-25 13:31:08+00:00
6063,PeerUser(user_id=6105274947),Thx land cuy,2024-05-25 13:30:05+00:00
6053,PeerUser(user_id=6347480756),hy whatsa,2024-05-25 13:28:54+00:00
6044,PeerUser(user_id=6473686168),When brett,2024-05-25 13:27:43+00:00
6029,PeerUser(user_id=1810281711),"My brett not yet landing, i was withdrawal yesterday on tonkeeper. Please help i want to trade.",2024-05-25 13:25:47+00:00
6015,PeerUser(user_id=5886915778),"After landing to our wallet, can we trade it or soon?",2024-05-25 13:23:22+00:00
5982,,Пожайлуста ожидайте сейчас будет сделан F.A.Q с ответами на все вопросы,2024-05-25 13:17:30+00:00
5978,,"Please wait, we will now make an F.A.Q with answers to your questions",2024-05-25 13:17:04+00:00
5973,PeerUser(user_id=1810281711),When my withdrawal landing in tonkeeper? I was withdrawal yesterday.,2024-05-25 13:16:36+00:00
5966,,"Tonkeeper, Tonhub, MyTonWallet",2024-05-25 13:15:33+00:00
5964,,Ton adress,2024-05-25 13:15:21+00:00
5959,PeerUser(user_id=6346394444),"where can I get the BRETT wallet address
￼",2024-05-25 13:14:06+00:00
5954,PeerUser(user_id=6423951948),so.. in tonkeeper with a adress ton??,2024-05-25 13:13:20+00:00
5953,,"Please communicate there in English so that we can help you faster.

Eng chat: @brettcoinen_chat",2024-05-25 13:13:16+00:00
5952,,Eng chat: @brettcoinen_chat,2024-05-25 13:13:07+00:00
5950,PeerUser(user_id=1370143342),How do I withdraw the accumulated Brett balance?,2024-05-25 13:12:52+00:00
5949,PeerUser(user_id=6208167885),Hlo,2024-05-25 13:12:43+00:00
5948,,No,2024-05-25 13:12:34+00:00
5943,PeerUser(user_id=6346394444),For wallet?,2024-05-25 13:12:01+00:00
5928,,Please communicate there in English so that we can help you faster.,2024-05-25 13:10:19+00:00
5922,,Eng chat: @brettcoinen_chat,2024-05-25 13:09:49+00:00
5920,,No,2024-05-25 13:09:25+00:00
5919,PeerUser(user_id=6837651949),This is different from breet in bybit,2024-05-25 13:09:23+00:00
5914,PeerUser(user_id=6423951948),can adress wallet okx?,2024-05-25 13:08:10+00:00
5902,PeerUser(user_id=1331555979),how to get the coin?,2024-05-25 13:06:33+00:00
5900,,The TON brett network on bybit will be available after the first mining phase.,2024-05-25 13:06:22+00:00
5877,PeerUser(user_id=6837651949),Have you listed on bybit,2024-05-25 13:03:52+00:00
5873,PeerUser(user_id=5955974157),Please contract addres Brett,2024-05-25 13:03:18+00:00
5864,PeerUser(user_id=5625324146),,2024-05-25 13:02:34+00:00
5853,,"Listing will be after the first phase of mining on Bybit, OKX, Dedust, Stonfi, MEXC and other exchanges

Eng chat @brettcoinen_chat

The open network (TON)",2024-05-25 13:00:52+00:00
5841,PeerUser(user_id=6837651949),Does beat have liquidity?,2024-05-25 12:59:47+00:00
5836,,button wallet - withdraw - slow/fast - amount,2024-05-25 12:59:02+00:00
5826,PeerUser(user_id=6837651949),How to witdraw,2024-05-25 12:57:57+00:00
5819,,Eng chat @brettcoinen_chat,2024-05-25 12:56:58+00:00
5813,PeerUser(user_id=6949841563),THANKS SIR,2024-05-25 12:55:38+00:00
5811,,"Wallet Tonhub, MyTonWallet, Tonkeeper, Ton Space",2024-05-25 12:55:35+00:00
5810,,TON NETWORK,2024-05-25 12:55:20+00:00
5809,PeerUser(user_id=1579219212),Gm,2024-05-25 12:55:17+00:00
5808,PeerUser(user_id=6949841563),What a network for BRETT? BASE NETWORK?,2024-05-25 12:55:08+00:00
5799,PeerUser(user_id=5381786595),CA sir,2024-05-25 12:54:23+00:00
5793,,Tonkeeper Tonhub MyTonWallet Ton Space,2024-05-25 12:53:47+00:00
5790,,Ton,2024-05-25 12:53:38+00:00
5783,PeerUser(user_id=5381786595),Hello,2024-05-25 12:52:31+00:00
5780,,Hello 👋 😌,2024-05-25 12:52:16+00:00
5778,PeerUser(user_id=857593780),Yo,2024-05-25 12:51:35+00:00
5752,,"Listing will be after the first phase of mining on Bybit, OKX, Dedust, Stonfi, MEXC and other exchanges

Eng chat @brettcoinen_chat",2024-05-25 12:41:56+00:00
5747,,В ближайший час,2024-05-25 12:40:48+00:00
5742,PeerUser(user_id=1247869930),Сегодня,2024-05-25 12:40:04+00:00
5741,PeerUser(user_id=430145941),а когда brett вернут на баланс?,2024-05-25 12:39:55+00:00
5737,,"There are two withdrawal options 1. Slow - commission 15% BRETT but the withdrawal will be approved only after listing 2. Fast - commission 0.08 TON and the withdrawal itself will be approved on the same day

Eng chat @brettcoinen_chat",2024-05-25 12:39:12+00:00
5733,PeerUser(user_id=6814807214),Hoe,2024-05-25 12:38:08+00:00
5728,PeerUser(user_id=7182055110),/wallet@null,2024-05-25 12:36:53+00:00
5727,PeerUser(user_id=5215084333),Does is charge fees to transfer,2024-05-25 12:36:49+00:00
5723,PeerUser(user_id=7182055110),How,2024-05-25 12:36:14+00:00
5719,PeerUser(user_id=5082882946),Спасибо,2024-05-25 12:35:22+00:00
5717,PeerUser(user_id=1247869930),Спасибо,2024-05-25 12:35:08+00:00
5714,PeerUser(user_id=5338092228),Thanks,2024-05-25 12:34:53+00:00
5713,,Бот был обновлен,2024-05-25 12:34:24+00:00
5710,,"🚀 Airdrop cheque for 25000 $BRETT


Inside cheque: 25 activation(s) for 1000 $BRETT",2024-05-25 12:33:59+00:00
5709,,Чат открыт,2024-05-25 12:33:46+00:00
5706,PeerUser(user_id=6182958250),,2024-05-25 12:32:57+00:00
5590,,Чат закрыт до утра,2024-05-24 18:28:54+00:00
5559,PeerUser(user_id=6609518067),Sumbit Addres Ton?,2024-05-24 14:44:14+00:00
5557,PeerUser(user_id=6845804664),Why balance brett not logged in wallet acount?,2024-05-24 14:07:27+00:00
5550,,Прочитайте пост,2024-05-24 12:29:54+00:00
5549,PeerUser(user_id=393178474),"Ладно, я нажал ""withdraw"", бретты ушли а деньги не пришли(наверное)",2024-05-24 12:28:36+00:00
5548,,Вывести это не обменять,2024-05-24 12:26:07+00:00
5547,PeerUser(user_id=393178474),Ну вы же говорите что обменять можно будет только после майнинга,2024-05-24 12:24:55+00:00
5546,,"Так же смотрите у нас выйдет сейчас обновление. Все выводы будут отклонены с возрастом баланса и вы сможете ещё раз поставить тем способом который понравится

Пост с обновлением https://t.me/brettcoin_chat/5428",2024-05-24 12:24:22+00:00
5545,,Если ваш вывод одобрят вас прийдёт уведомление,2024-05-24 12:24:02+00:00
5543,PeerUser(user_id=393178474),"Я подавал на вывод раньше, и не знаю пришли ли они, вы можете отследить их и в случае чего вернуть?",2024-05-24 12:16:57+00:00
5538,PeerUser(user_id=5884034743),Ну я все равно не умею приглашать и рекламировать это не ко мне 🤣,2024-05-24 11:57:16+00:00
5537,,:),2024-05-24 11:56:52+00:00
5536,,Ну вы не получите шанс выиграть призы на 70000$,2024-05-24 11:56:50+00:00
5535,PeerUser(user_id=5884034743),И я тот чел который только 1-2 чела пригласил и просто жду с бонусов которые собираю  🤣,2024-05-24 11:56:24+00:00
5530,,Если вы имеете в виду обменять brett сейчас на ton то к сожалению их можно будет обменять только после первой фазы майнинга при листинге.,2024-05-24 11:18:29+00:00
5528,PeerUser(user_id=6138706084),Можете ли вы произвести обмен?,2024-05-24 11:16:30+00:00
